,name,total_auc,ratio_750_760,ratio_760_770,ratio_770_780,ratio_780_790,ratio_790_800,ratio_800_810,ratio_810_820,ratio_820_830,ratio_830_840,ratio_840_850,ratio_850_860,ratio_860_870,ratio_870_880,ratio_880_890,ratio_890_900,ratio_900_910,ratio_910_920,ratio_920_930,ratio_930_940,ratio_940_950,ratio_950_960,ratio_960_970,ratio_970_980,ratio_980_990,ratio_990_1000,ratio_1000_1010,ratio_1010_1020,ratio_1020_1030,ratio_1030_1040,ratio_1040_1050,ratio_1050_1060,ratio_1060_1070,ratio_1070_1080,ratio_1080_1090,ratio_1090_1100,ratio_1100_1110,ratio_1110_1120,ratio_1120_1130,ratio_1130_1140,ratio_1140_1150,ratio_1150_1160,ratio_1160_1170,ratio_1170_1180,ratio_1180_1190,ratio_1190_1200,ratio_1200_1210,ratio_1210_1220,ratio_1220_1230,ratio_1230_1240,ratio_1240_1250,ratio_1250_1260,ratio_1260_1270,ratio_1270_1280,ratio_1280_1290,ratio_1290_1300,ratio_1300_1310,ratio_1310_1320,ratio_1320_1330,ratio_1330_1340,ratio_1340_1350,ratio_1350_1360,ratio_1360_1370,ratio_1370_1380,ratio_1380_1390,ratio_1390_1400,ratio_1400_1410,ratio_1410_1420,ratio_1420_1430,ratio_1430_1440,ratio_1440_1450,ratio_1450_1460,ratio_1460_1470,ratio_1470_1480,ratio_1480_1490,ratio_1490_1500
10,Nicaragua Finca 2.CSV,86.04579445359417,0.004725374510684013,0.004815302528670051,0.00438092475037529,0.0044888483435424785,0.004443387627574149,0.004738961348647499,0.004439618789774372,0.00377241445128667,0.0036169624782717014,0.0037691503790415882,0.0038188580082605442,0.004477753229143788,0.004609631132501213,0.00439746965616957,0.004186435075500654,0.0043421321903055615,0.004473111864579514,0.004520500782115411,0.005123686930660642,0.0053837040931577615,0.00565436542945627,0.005651596845435911,0.006476469817692619,0.007246857233878767,0.00781912792755068,0.007754176823172895,0.008310564241939603,0.008380936518834401,0.008086026272826806,0.007398904265152161,0.007623821779282581,0.007270231810775914,0.006918142660444099,0.006308862799869618,0.006309514411390354,0.005784302170700323,0.005465948406323122,0.004810551302397589,0.005185680467727052,0.005815429792827996,0.0058737073167348,0.005223412575559486,0.004744485418997255,0.003914469231200557,0.0034736975809744526,0.003268842819490447,0.0035345744536543484,0.003702737509548595,0.0037655562279242786,0.003965558516636388,0.003797854952273108,0.003635866160308072,0.0033157954388524998,0.0033677747808375466,0.0033016003263604127,0.0033528597206486195,0.0031234013970791886,0.0031663534132510764,0.003145978395109891,0.0032252291046007365,0.0032498945982606946,0.003660112758615268,0.0037618607410540897,0.003372292675709623,0.002954442826834978,0.0029896157401873083,0.0031114172847324303,0.0030599781550172925,0.003028458161552418,0.0032609998840692433,0.0034526461993444123,0.0032452940633271,0.0019570394894751777,0.001669292085089315,0.0016903507651731826
11,nicaragua java 1.CSV,119.93465438322681,0.00548538814839182,0.005591000846965437,0.005052623593308386,0.005157134089710027,0.00504979392699304,0.005293915575502822,0.005017432895017108,0.0042031333527090785,0.003684206604178774,0.003641766786856399,0.0035895635044978697,0.004107995053534666,0.004250609636013334,0.003881039237597608,0.003617105024145841,0.0037706698498460823,0.004048088664428514,0.0041788170616781665,0.0047070064798417945,0.004869643106977657,0.005004242746625033,0.005175398113089317,0.006504779972460603,0.008293955753673489,0.00923702009583937,0.008763315135208196,0.00926047442559073,0.009443029341697681,0.00927004221820078,0.008449922704285618,0.008707162116859698,0.008005288873279759,0.007316954403964805,0.006143853551190357,0.005734305188871642,0.005278615307942064,0.005006994860781256,0.004407152278933665,0.004179167283244096,0.003972108700341642,0.0034764893603370047,0.0027011762492757654,0.002345383670673125,0.0021293203311852113,0.0018642241548084161,0.0019019431776194351,0.0021640035080728918,0.00225731268064078,0.0024794794032812094,0.0029381869989305604,0.003170432364076949,0.0031672547151081003,0.002878543568363629,0.00288091157662954,0.0027499848086792017,0.0028736110188392425,0.0027261122550050684,0.0028257193292285944,0.002788487208934265,0.0027538579165809394,0.0028230586912067895,0.003468735646225124,0.0037093427227696527,0.003600489635159184,0.003229682078163623,0.0033076779911435737,0.0031767870851556706,0.0030233866470161354,0.002650120370503989,0.002530643472791896,0.0022293114627325804,0.0017463271492111,0.0016242651405769164,0.0015675912751504201,0.0016521693313399698
12,nicaragua java 2.CSV,175.24653182352836,0.004967487650124968,0.005043889527909735,0.004562279065451119,0.004673986531338798,0.004570894292053654,0.004766133233324246,0.004501880444443537,0.003862524131005801,0.003481644891857071,0.003505821346808059,0.003484157849799192,0.003999373193431577,0.004125051803124497,0.003836117167115971,0.003631812712836597,0.0037892750437963597,0.004015197267954799,0.004112660704491394,0.004624924781213029,0.004802777899108814,0.004976153690732629,0.005091603120040462,0.00623246716213373,0.007648756578323856,0.008401849480459064,0.0080407298306272,0.008502557469865875,0.008626154920722865,0.008426006838801124,0.007725032835097524,0.007955203223471236,0.007364460891385183,0.006788318378392012,0.005839040849387119,0.005605031162684702,0.005180758808129504,0.004907617430946223,0.00432052162280258,0.004298537286781194,0.004320878729509173,0.0039899472311276125,0.0032798357841325606,0.002910825407600526,0.0025623064134816854,0.0022825659123293955,0.0022344001884078476,0.002467146732887448,0.0025581621992713877,0.002707653775953559,0.003075642130119656,0.0032041427510602592,0.003172976430576728,0.002903612826464168,0.002920894026924147,0.0028088998671710877,0.002899735986015408,0.002741311379486397,0.0028305231042920396,0.002810506842015671,0.002812196198662691,0.002858800608177304,0.0033976435597500086,0.0036166669096349743,0.0034708389743015686,0.0031110087773733733,0.003168680851899437,0.003121277609717557,0.0029723692644017395,0.002697838919018102,0.002698668652142202,0.002571547172529606,0.0022062933158578492,0.0017529006034161323,0.0016343042985936197,0.001646467656084101
13,nicaragua java 3.CSV,252.73824041852157,0.00496160556454859,0.005069662464949031,0.004546990556916868,0.004643292207931739,0.004549706845312958,0.0048830548560497575,0.004667548306895291,0.0037617065378417547,0.0032938497715010906,0.0033294643908946702,0.0033518097817745915,0.004010977563942353,0.00419947687285695,0.003844201867031646,0.0036054567282259725,0.003750655362627848,0.0039814618029150916,0.004110171393116832,0.004702316750262219,0.004947303343502473,0.005118135251110867,0.005278377342362879,0.006609507092607183,0.00837122728508351,0.009469253439471387,0.009325996345650105,0.01004694606844127,0.010337354226035673,0.010090601503169911,0.009174975132447853,0.009399848973323051,0.008698460605550077,0.00798505183837169,0.006887144681839725,0.006613691641606987,0.005970205994417275,0.005562740166729714,0.004826034993918433,0.004823766936891001,0.004979209992785061,0.0046658344066148345,0.0038728256776432287,0.00340402792969051,0.002845075631262571,0.002462058256633246,0.0023679818898159287,0.002604861816527093,0.002706015406149887,0.002852677904351349,0.0032102438342658853,0.00327765224791192,0.0032035693309737166,0.0029050767670783157,0.0029182342346613637,0.0028200966443671367,0.002903480482547835,0.002730306630423964,0.0027995945239496895,0.002764405442253336,0.0027845023506243463,0.0028400791100233413,0.003396552596724417,0.003633898058685204,0.0034267370292981347,0.003000112940630895,0.003030874427110968,0.0029979355469447995,0.0028607752052648935,0.0026257681345351618,0.0026592369905980256,0.00259169671365427,0.002244035173031058,0.0016019214473516877,0.001395142592159585,0.001410958473161361
14,Papau New Guniea Estate 1.CSV,194.76809921568258,0.005082235343077799,0.005218501815954865,0.004670447860751496,0.00475608650007599,0.0046699606985046134,0.004988084530077364,0.004706253059451156,0.003980973848455579,0.003662113592228993,0.0037875725862650603,0.0038401870963014387,0.004428363855638197,0.0045291296406640615,0.004284831818072612,0.004060505251180674,0.004290284147021784,0.004514728106153163,0.00457934027304966,0.005242762460307457,0.005567869616552613,0.005911119049548745,0.006073785235648213,0.007231583270754687,0.008362275657832258,0.009079037276241564,0.008905350207915391,0.00961403678834108,0.00986992850538675,0.009651721877994594,0.008807714384837543,0.009034637717661704,0.008521550115812385,0.00800177312345334,0.007125281332182705,0.007022538211400053,0.006497993817552087,0.006174909102287961,0.005380890976049328,0.005569120789549499,0.005958637982843281,0.005906808735002342,0.005147906456004022,0.004616859999441885,0.003857849685075831,0.003388553972585523,0.0031943562592317417,0.0034620659913747495,0.0036410068538236923,0.0037838701139354318,0.0040875661130291546,0.004049305539294584,0.0039387069613546185,0.003582730382128274,0.0035956753219069672,0.0034031132169190523,0.003417035326941917,0.003182003478436867,0.0032427286415320934,0.003194737156000182,0.0032719103847270057,0.003346508265430292,0.0038668057199894666,0.00401165199954362,0.0036790406806037654,0.0032287263023348754,0.0032707045225760707,0.003264011250757832,0.003140505871974934,0.0030349936073368325,0.003231865734722087,0.003273699491773149,0.0029923032471551488,0.001901483116603591,0.0016489776986486028,0.001693620566492469
15,Papau New Guniea Estate 2.CSV,249.16818570617124,0.005219375672990164,0.005335152592259845,0.004748538914221188,0.004831013615456294,0.004716138705439029,0.005046619955398319,0.0047656290419823555,0.003884224934538809,0.003488675272916502,0.003602751651449808,0.0036907596236263637,0.0043503081843463565,0.004504238528517776,0.004217322060862145,0.0039847129406967744,0.004113090031035664,0.004274251216220702,0.004368017557098155,0.005073963761606826,0.005437271017159499,0.005796670410576171,0.0059507918413487584,0.007085842953354852,0.008345962333867956,0.009256277993378179,0.009251790907478286,0.010052405526407925,0.010349321106994587,0.010044391630134607,0.009101159478126186,0.009412201472873407,0.008924637402161307,0.008385857105016275,0.007493472736014322,0.007371165967962128,0.006754386058411914,0.006377836961192747,0.005506820538948617,0.005669124799254298,0.006171014134234334,0.006145761563276443,0.005321632519296659,0.004713352168288666,0.0038711110525905955,0.003362187769085552,0.0031777051829003193,0.003455410951115163,0.0036442720729260255,0.0038124792629362614,0.004105477528548,0.004025260794754254,0.0038628159042201986,0.0034804603296234617,0.0034865021336427764,0.0033329440781133877,0.00337777225059779,0.0031495864523587817,0.003191914910383081,0.0031418015359329274,0.0032131209753955576,0.003307228581801015,0.00385620066500566,0.0040091433713568755,0.0036449437573993397,0.0031855180439295493,0.003239310188200734,0.0032533212411343902,0.003134102875950803,0.0030212617377065186,0.0032002727788136794,0.003249897037381172,0.0029641404177682663,0.0018539249539303007,0.0015880817491722493,0.0016436180290656437
16,Rwanda peaberry 1.CSV,146.09595824571883,0.004919814543305887,0.005043282105715227,0.004564748860628277,0.004657610133147472,0.004615576518357844,0.005004974539815773,0.004707592330985063,0.003805505740373432,0.003496506245436627,0.0036587358842382844,0.0037136873356233015,0.004457311533278178,0.004652814085838493,0.004349318177638724,0.004111967956785907,0.004224697448368368,0.004333991539734976,0.004457031672668646,0.005166624223650459,0.0054914948633836965,0.0057741055877856395,0.005808778587794617,0.006785255504545466,0.00788955897414203,0.00878085207872479,0.008821120294678093,0.009494134432817576,0.009627868351486225,0.009291226570997926,0.008439242411016928,0.008703134599737069,0.008272363170502632,0.007794335804568175,0.006965917611760454,0.006783378147444057,0.006126275264924408,0.0057619400943116775,0.005037595131169027,0.005266303751058609,0.005800516761664781,0.00575860376625583,0.005034134056567228,0.0045286997698699444,0.00367434210088439,0.0031978507067640183,0.003006972391948478,0.0032627693666647173,0.0034133877678992476,0.003506132278903386,0.003778138167434149,0.00367095175711809,0.003508811952645411,0.0031774201498251772,0.0032076826970909057,0.0031395923951466455,0.003193418028190796,0.002951143893282849,0.0029941948115615137,0.002957124677263972,0.0030288539687198567,0.0030835618994923715,0.0035534467632272735,0.0037118273079936462,0.0033460617391952996,0.002871485968162314,0.0028934657392756837,0.0029689244649762246,0.0028999885429621917,0.0028244159546310533,0.0029990508563561076,0.003078310352028174,0.0028361838301312757,0.0016757114651507396,0.0013784490095372984,0.001356492633628405
17,Rwanda peaberry 2.CSV,67.09662920832261,0.004761895064903705,0.0048009743572481976,0.004347848936276246,0.004457659326235853,0.004470157021356416,0.004841811319513687,0.004511982434712549,0.0037359469305800865,0.0035600885041348947,0.0037939927550354664,0.0038289588004396754,0.004528826732114912,0.004704194112601078,0.004410195103923316,0.004198730450328306,0.004434018421028546,0.004630309223041634,0.004769101998651287,0.005438304267860879,0.005672799449994674,0.005961830265849767,0.005960165305394509,0.006908012845409753,0.007703681240971225,0.008220064947919565,0.00808568236145362,0.00864456793634754,0.008728672756074005,0.008466438844099134,0.007907093405629896,0.008055443010780807,0.007676886980599473,0.0073980001499540085,0.006948162100189611,0.00714916217834647,0.006621359097742898,0.006373585765146481,0.0056276749336288834,0.006284497640584886,0.007312804894983702,0.007506493750231674,0.00675289993505558,0.006129884721849659,0.004905091748993885,0.004197944660650297,0.003825657199308459,0.004093476691290764,0.004291906359560953,0.004378702385776203,0.004594600050233066,0.00432725464421134,0.004082774376464564,0.0036824701300605554,0.0036670253010962573,0.0035284225750359965,0.003529971708866835,0.0032417818508497028,0.00326372840128738,0.0032431583296498854,0.003381255423304325,0.00345155300382308,0.00391232928706942,0.0041041908556486385,0.0035738618680144895,0.0030025917858113346,0.0029623019314906083,0.0031774500834076086,0.0031279510186656835,0.003272353678700057,0.0036739104111486497,0.0041044256607071505,0.003910344022945572,0.0018665682386199082,0.001315990248907607,0.0012964731899619997
18,Rwanda Rwinyoni 1.CSV,155.5195223863238,0.005303694091873706,0.005445744223326009,0.0048812503555186225,0.004989279337476834,0.004910460178099158,0.0053113189401312036,0.0050040012713439925,0.004034918283267812,0.003617997086997967,0.0037596033513917666,0.0038392662554737104,0.004565176289828221,0.004726490878420171,0.004419335851274678,0.004153391655232231,0.004287744867858097,0.004444389343740508,0.004539629874515718,0.005293882538380874,0.005632897042909678,0.005961620964054151,0.006082845618961835,0.00721216380954978,0.008382666026102225,0.009228473181039356,0.009180615923425095,0.009936893175027574,0.010180866211860092,0.009876870912533444,0.008995038238971532,0.009298718179903418,0.008872397510544543,0.008392977313913978,0.0075215009195375064,0.007394546355522683,0.006796309916963977,0.006463817955155945,0.005632720624333089,0.005834868337004914,0.006356387114208497,0.006295281389412347,0.0054765494797428755,0.004937448403667163,0.004068820131072549,0.0035324036610612894,0.0033438311708041246,0.0036386051210813195,0.0038243834530653797,0.003991737196737972,0.004317598518374248,0.004236633427218614,0.004059861283547974,0.00365684773774149,0.0036533637598565208,0.0035005654280525086,0.0035384477347189507,0.0032811379502325237,0.003323943383215233,0.0032655971852400263,0.0033543045416200468,0.003467567202713835,0.004061205698092523,0.00425229018829001,0.0038723154516409563,0.0033554814807453923,0.0033819824175796197,0.003377782414178056,0.003255181989693489,0.003125771150044174,0.003292747646510151,0.0033170662666480335,0.0030330408031035198,0.0018493581950243983,0.0015385502454046756,0.0015679094462911635
19,Rwanda rwinyoni 2.CSV,272.1809367490757,0.005213363417032035,0.0053668103222726925,0.004768889084570716,0.004815690769158279,0.004704052495343746,0.005101557572540729,0.004866418222228574,0.0038730172002437906,0.0034300101040475586,0.0035323406653798295,0.003592672029094341,0.004335423677875349,0.004550023468828187,0.004209788892329232,0.003963576556137258,0.004097053201238826,0.0042593034500245245,0.00439405284118358,0.005057670844845117,0.005380061906698994,0.00569939364738945,0.005884100437559242,0.007183842840441393,0.008703797308452436,0.009780433938342485,0.00983242197999308,0.010730726781265021,0.011111443426948857,0.010822565652311265,0.00987829739086869,0.010126168124961095,0.0095351435409778,0.008947609077603917,0.00793103424741353,0.0077147439232019225,0.007004952135809071,0.006623455103367319,0.00576442761885715,0.005992046732061598,0.006563834044290414,0.006526043156329016,0.005633559778754088,0.004998682586728085,0.004033063910459706,0.0034456355092047546,0.0032116272220713608,0.0034821510330976285,0.00365303592256446,0.00381935355738529,0.004134684172074196,0.004034522617774487,0.0038537023167848536,0.0034697545115523402,0.0034624184909188838,0.0033089714189959937,0.003347108836061474,0.0030955646161130823,0.0031354726200698993,0.003092871989215396,0.0031709750515159572,0.0032686358541394378,0.003845390843124343,0.004067093023868773,0.0036831028502290804,0.0031485309710804063,0.0031550050396844174,0.003194321124040122,0.0030817416153411,0.002985095677491075,0.0031818802135826474,0.0032573859267683095,0.002969483106438849,0.0017114023797392367,0.0013533077545493078,0.0013447023914041777
